Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
3117,Freibad,"Freibad Schobüll","Nordseestraße 35",25813,Husum,,"04841 663510",,www.husum-tourismus.de/Media/Attraktionen/Freibad-Schobuell,01054056,9.00329,54.50936,nein,Mai,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,nein,nein,ja,nein,ja,nein,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3119,Hallenbad,"Panoramic Schwimmhalle","Am Pfingstberg 2-6",23730,Sierksdorf,,"04563 71217",,www.schwimmbad-panoramic.de/,01055039,10.77524,54.07175,ja,,,,,,,,,,,,,,,,4,ja,ja,nein,nein,nein,ja,,500,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,Jahreskarte,,,,,,,,,,,,nein,,,
3120,Freibad,"Schwimmbad Sieverstedt","Am Schwimmbad 4",24885,Sieverstedt,,"04603 458",,www.sieverstedt.de/nuetzliches-wissenswertes/ortsteil-sieverstedt/freibad-sieverstedt/,01059159,9.48146,54.64193,nein,Mai,September,,,,,,,,,,,,,,3,,ja,ja,nein,nein,nein,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,,,,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,"10er Karte, Jahreskarte",,,,,,,,,,,,nein,,,
3123,Hallenbad,Eduard-Kahl-Bad,"Konrad-Adenauer-Platz 1",72555,Metzingen,,"07123 60026",,www.stadtwerke-metzingen.de/de/Unsere-Angebote/Baeder/Hallenbad,08415050,9.28714,48.54199,ja,,,,,1974,,,,Stadtwerke,"Stadtwerke Metzingen",Stadtwerke,"Stadtwerke Metzingen",,,,2.5,ja,nein,ja,nein,nein,nein,nein,270,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,,,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,"10er Karte, 100-Punkte-Karte",,ja,,,,,,,,,,nein,,,
3124,Freibad,"Freibad Metzingen","Mühlwiesenstraße 30",72555,Metzingen,,"07123 60089",,www.stadtwerke-metzingen.de/de/Unsere-Angebote/Baeder/Freibad,08415050,9.29158,48.53347,nein,Mai,September,,,,,,,Stadtwerke,"Stadtwerke Metzingen",Stadtwerke,"Stadtwerke Metzingen",,,,2.5,ja,ja,ja,nein,nein,ja,nein,400,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,ja,,ja,,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,"Saisonkarte, 10er Karte, 100-Punkte-Karte",,,,,,,,,,,,nein,,,
3125,Freibad,"Freibad Mönsheim","Wimsheimer Str. 24",71297,Mönsheim,"Michael Musselmann","07044 907471",freibad@moensheim.de,www.moensheim.de/freizeit/freibad/,08236039,8.85158,48.86005,nein,Mai,September,,,2004,,,,"Gemeinde oder Stadt","Gemeinde Mönsheim","Gemeinde oder Stadt","Gemeinde Mönsheim",,,,3,ja,ja,nein,nein,nein,ja,nein,130,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,,ja,,ja,,"Beachvolleyball, Tischtennisplatte",,,,,ja,ja,nein,,,,,,,,,,,,,,,,0,0,0,,nein,nein,nein,ja,nein,nein,ja,nein,nein,,nein,,,,,,,,,nein,,,ja,,ja,,,,,,,,,,,,nein,Jahreskarte,,ja,3,,,,,,,,,ja,,,
3126,Hallenbad,"Hallenbad Mössingen","Goethestraße 35",72116,Mössingen,,"07473 2409880",info@baeder-moessingen.de,www.stadtwerke-moessingen.de/de/Privatkunden/Baeder/Hallenbad-Moessingen,08416025,9.05203,48.40114,ja,,,,,,,,,Stadtwerke,"Stadtwerke Mössingen",Stadtwerke,"Stadtwerke Mössingen",,,,4,ja,ja,ja,nein,nein,nein,nein,800,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Punktekarten,,ja,,,,,,,,,,nein,,,
3127,Freibad,"Müllheim Freibad","Ziegleweg 7",79379,Müllheim,,"07631 2334",schwimmbad@muellheim.de,www.muellheim.de/index.php?article_id=54,08315074,7.63489,47.80228,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Müllheim","Gemeinde oder Stadt","Stadt Müllheim",,,,3.8,ja,ja,ja,nein,nein,ja,nein,900,nein,,,,,nein,ja,nein,nein,nein,nein,ja,ja,ja,ja,nein,ja,ja,,ja,,"Beachvolleyball, Tischtennis, Trampolin, Tischfußball, Billard",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,"10er und 50er Karte, Saisonkarten,",,ja,,,,,,,,,,nein,,,
3130,Freizeitbad,"Badepark Nagold","Am Schloßberg 15",72202,Nagold,"Karin Müller-Westphal","07452 67602",badepark@nagold.de,www.nagold.de/de/badepark,08235046,8.71857,48.55009,ja,Mai,September,Oktober,Mai,,,,,"Gemeinde oder Stadt","Stadtverwaltung Nagold","Gemeinde oder Stadt","Stadtverwaltung Nagold",,,,4.5,ja,ja,ja,nein,nein,ja,nein,400,ja,,,2,,nein,ja,nein,nein,ja,ja,ja,ja,ja,ja,nein,nein,ja,nein,ja,ja,"Beachvolleyball, Tischtennis",,,,,,nein,nein,,,nein,,nein,,,,,,,,,,,0,0,0,,nein,nein,nein,,nein,nein,,,nein,,nein,,,,,,nein,nein,,,,,nein,nein,ja,nein,ja,nein,,,,,,,,,nein,"10er Karten, Saisonkarten, Jahreskarte",,ja,,,,,,,,,,ja,,,
3131,Freibad,Terassenschwimmbad,"Schwimmbadstraße 26",69151,Neckargemünd,,"06223 8057930",,www.neckargemuend.de/Freibad.html,08226056,8.81067,49.39466,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadtverwaltung Neckargemünd","Gemeinde oder Stadt","Stadtverwaltung Neckargemünd",,,,5,ja,ja,ja,nein,nein,ja,nein,900,nein,,,,,nein,nein,nein,nein,ja,ja,ja,ja,ja,ja,nein,,ja,,ja,,"Beachvolleyball, Beachscoccer",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"Wochenendtarif, 10er Karte, Saisonkarte",,,,,,,,,,,,nein,,,
3132,Freizeitbad,"AQUAtoll Freizeitbad","Wilfenseeweg 70",74172,Neckarsulm,,"07132 20000",info@aquatoll.de,www.aquatoll.de/,08125065,9.24377,49.18936,ja,,,,,1990,,,,"Gemeinde oder Stadt","Stadt Neckarsulm","Gemeinde oder Stadt","Stadt Neckarsulm",,,,7.9,ja,ja,ja,nein,nein,ja,nein,1900,nein,,,,,nein,ja,nein,nein,nein,ja,ja,ja,ja,ja,nein,ja,ja,,ja,ja,"Volleyball, Tischtennis, Boule",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,ja,"Mehrfachkarten, Kombi-Jahreskarte",,ja,,,,,,,,,,nein,,,
3133,Freibad,"Ernst-Freyer Freibad","Austraße 2",74172,Neckarsulm,,"07132 41467",,www.aquatoll.de/info-service/ernst-freyer-freibad/,08125065,9.202960,49.19299,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Neckarsulm","Gemeinde oder Stadt","Stadt Neckarsulm",,,,3.8,ja,ja,ja,nein,nein,ja,nein,1500,nein,,,,,nein,ja,nein,nein,ja,ja,ja,ja,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Saisonkarte,,,,,,,,,,,,nein,,,
3134,Freibad,Thermalsportbad,"Badstraße 2",79395,"Neuenburg am Rhein",,"07635 824613",,"www.neuenburg.de/,Lde/Startseite/Tourismus/Schwimmbad.html#id580382",08315076,7.55861,47.76033,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Neuenburg am Rhein","Gemeinde oder Stadt","Stadt Neuenburg am Rhein",,,,3,ja,,,nein,nein,nein,,1400,nein,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,ja,,ja,nein,"Fußball, Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"12er und 50er Karte",,ja,,,,,,,,,,nein,,,
3135,Hallenbad,"Hallenbad Neuenburg","Freiburger Str. 11A",79395,"Neuenburg am Rhein",,"07631 700150",,"www.neuenburg.de/,Lde/Startseite/Tourismus/Schwimmbad.html#id580386",08315076,7.56878,47.81434,nein,,,September,Mai,,,,,"Gemeinde oder Stadt","Stadt Neuenburg am Rhein","Gemeinde oder Stadt","Stadt Neuenburg am Rhein",,,,3.2,ja,,,,,,,800,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,ja,,,,,,,,,,,,ja,ja,ja,,ja,,,,,,,,,,,"10er und 25er Karte",,ja,,,,,,,,,,nein,,,
3137,Hallenbad,Rangaubad,"Zennhäuser Weg 4b",91459,"Markt Erlbach","Jan-Erik Schwalme","09016 6485",,www.markt-erlbach.de/freizeit-tourismus/freizeit/rangaubad/,09575145,10.65050,49.49084,ja,,,,,2014,,,,"Gemeinde oder Stadt","Markt Erlbach","Gemeinde oder Stadt","Markt Erlbach",,,,3,ja,nein,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,ja,,,,,,,,,,nein,"10er Karten, Jahreskarten",,ja,4,,,,,,,,,nein,,,
3140,Hallenbad,"Hallenbad Johanngeorgenstadt",Schulstr.15,08349,Johanngeorgenstadt,"Herr Reuschel","03773 58505",,,14521320,12.698724,50.436447,ja,,,,,1960,,,,"Gemeinde oder Stadt","Stadt Johanngeorgenstadt","Gemeinde oder Stadt","Stadt Johanngeorgenstadt",,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3141,Hallenbad,"Hallenbad Markt Schwaben","Herzog-Ludwig Straße 37",85570,"Markt Schwaben",,"08121 40830",,www.markt-schwaben.de/de/kulturell-aktiv/Sport-Erholung/Hallenbad-Sauna,09175127,11.8626,48.19061,ja,,,,,,,,,"Gemeinde oder Stadt","Markt Schwaben","Gemeinde oder Stadt","Markt Schwaben",,,,4,ja,,ja,ja,nein,nein,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,,"10er Karte",,ja,5,,,,,,,,,nein,,,
3142,Hallenbad,"Hallenbad Marktredwitz","Schulstraße 2",95612,Marktredwitz,,"09231 61606",info@hallenbad-marktredwitz.de,www.marktredwitz.de/freizeit-und-tourismus/sport-und-bewegung/schwimmen,09479136,12.09113,50.00601,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3145,Freibad,"Gebirgsbad Jonsdorf","Hainstraße 9",02796,Jonsdorf,,"035844 70616",,www.jonsdorf.de/content/index.php?menuid=30,14626210,14.705745,50.848397,nein,Juni,August,,,1950,,,,"Gemeinde oder Stadt","Stadt Jonsdorf","Gemeinde oder Stadt","Stadt Jonsdorf",,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,"Tennis, Streetball, Beachball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,,,,ja,,,,,,,,,,ja,,,
3146,Hallenbad,"Hallenbad Kamenz","Friedensstraße 1",01917,Kamenz,,"03578 315515",kontakt@hallenbad-kamenz.de,www.hallenbad-kamenz.de/,14625250,14.112228,51.287084,ja,,,,,1970,,,,Kreis,"Landkreis Bautzen",Kreis,"Landkreis Bautzen",,,,3,ja,nein,ja,nein,nein,nein,,50,ja,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,ja,,,ja,,,,,,,,,,nein,,,
3147,Freibad,"Freibad Neuenbürg","Im Breiten Tal",75305,Neuenbürg,,"07082 2550",,www.neuenbuerg.de/index.php?id=193,08236043,8.58935,48.83585,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Stadt Neuenbürg","Gemeinde oder Stadt","Stadt Neuenbürg",,,,4,ja,ja,ja,nein,nein,ja,nein,1200,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,ja,,ja,nein,"Beachvolleyball, Tischtennis, Schach",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,"12er Karte, Jahreskarte",,nein,,,,,,,,,,nein,,,
3148,Freizeitbad,Körse-Therme,"Badweg 3",02681,Kirschau,"Herr Hesse","03592 515830",,www.koerse-therme.de/,14625525,14.432394,51.095558,ja,,,,,1998,,,,Sonstige,"Körse-Therme Betriebs GmbH","Gemeinde oder Stadt","Körse-Therme Betriebs GmbH",,,,6.5,ja,ja,ja,nein,nein,nein,nein,400,ja,,,,,,ja,,,,,,,,ja,,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,,,,,,,,,,,,,nein,,,
3149,Freibad,"Freibad Neuffen",Breitensteinstraße,72639,Neuffen,,"07025 842811",,www.neuffen.de/index.php?id=132,08116046,9.38224,48.55692,nein,Mai,September,,,1939,,,,"Gemeinde oder Stadt","Stadt Neuffen","Gemeinde oder Stadt","Stadt Neuffen",,,,2.5,ja,ja,nein,nein,nein,ja,nein,550,nein,,,,,nein,nein,nein,nein,nein,,nein,ja,nein,ja,nein,nein,ja,,ja,,"Volleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Jahreskarte,,ja,,,,,,,,,,nein,,,
3150,Freibad,"Freibad Dürrenbach","Dürrenbachstr. 45",08248,Klingenthal,"Herr Lorenz","037467 24890",,www.klingenthal.de/DE/Gaesteservice/Ausflugs-Tipps/Freibad/Freibad_Klingenthal.html,14523160,12.462086,50.363308,,,,,,1936,,,,"Gemeinde oder Stadt","Stadt Klingenthal","Gemeinde oder Stadt","Stadt Klingenthal",,,,3.5,ja,ja,nein,nein,nein,nein,,300,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"10er Karte",,nein,,,,,,,,,,nein,,,
3151,Freibad,"Freizeitwellenbad Schellbronn","Freibadweg 2",75242,Neuhausen,,"07234 1277",,www.neuhausen-enzkreis.de/de/menuepunkt-4/sport-freizeit/freizeitwellenbad,08236044,8.73527,48.8184,nein,,,,,,,,,,"Gemeinde Neuhausen im Enzkreis",,"Gemeinde Neuhausen im Enzkreis",,,,4,ja,ja,nein,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,,,nein,,nein,,ja,,ja,,"Volleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,,,,,,,,,,,nein,,,
3153,Freibad,"Freibad Nordrach","Im Dorf 86",77787,Nordrach,,"07838 438",,www.nordrach.de/pb/1269730.html,08317085,8.0853,48.4016,nein,Mai,September,,,,,,,,"Gemeinde Nordrach",,"Gemeinde Nordrach",,,,3,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,ja,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
3155,Freibad,"Freibad Nürtingen","Badstraße 13",72622,Nürtingen,,"07022 406710",baeder@sw-nuertingen.de,sw-nuertingen.de/baeder/oeffnungszeiten/,08116049,9.3275,48.63151,nein,Mai,September,,,,,,,Stadtwerke,"Stadtwerke Nürtingen GmbH",Stadtwerke,"Stadtwerke Nürtingen GmbH",,,,4,ja,ja,ja,nein,nein,nein,nein,500,ja,,,,,nein,ja,nein,nein,ja,ja,ja,ja,ja,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,"25-50-100-Euro-Geldwertkarte, 10 Punkte Karte, Freibadsaisonkarte",,ja,,,,,,,,,,nein,,,
3156,Hallenbad,"Sport- und Familienhallenbad Nürtingen","Stuttgarter Str. 1",72622,Nürtingen,,"07022 406720",baeder@sw-nuertingen.de,www.sw-nuertingen.de/baeder/hallenbad/,08116049,9.33084,48.62898,ja,,,,,,,,,Stadtwerke,"Stadtwerke Nürtingen GmbH",Stadtwerke,"Stadtwerke Nürtingen GmbH",,,,4,ja,ja,ja,nein,nein,nein,nein,160,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,,,,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,"25-50-100-Euro-Geldwertkarte, 10 Punkte Karte, Freibadsaisonkarte",,ja,,,,,,,,,,nein,,,
3157,Hallenbad,"Schwimm- und Festhalle Nußloch","Schillerstraße 14",69226,Nußloch,,"06224 99090",,www.nussloch.de/index.php?id=169,08226060,8.69162,49.3227,nein,,,,,,,,,,"Gemeinde Nußloch",,"Gemeinde Nußloch",,,,2,,,,,,,,,,,,,,ja,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,ja,,,,,,,,,,,,,ja,,,,,,,,,,nein,,,
3159,Freibad,"Freibad Oberharmersbach","Talstraße 71",77784,Oberharmersbach,,"07837 893",,www.oberharmersbach.de/freizeit-tourismus/freizeittipps/badespass/,08317088,8.1406,48.38139,nein,Mai,September,,,,,,,,"Gemeindeverwaltung Oberharmersbach",,"Gemeindeverwaltung Oberharmersbach",,,,3,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
3161,Freibad,"Schwimmbad St. Michelisdonn","Burger Str. 18a",25693,Michaelisdonn,,"04853 8249",,,01051097,9.1171,53.99302,ja,Mai,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3163,Freibad,"Freibad Stadum","Dorflücken 20",25917,Stadum,,,,stadum.net/schwimmbad/,01054125,9.0536,54.74,nein,Mai,September,,,,,,,,,,,,,,3,ja,nein,nein,nein,nein,nein,,,nein,,,,,nein,nein,,,nein,nein,ja,ja,,,,,,,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,"10er Karte, Jahreskarte",,ja,4,,,,,,,,,nein,,,
3164,Hallenbad,"Hallenbad in der Turnhalle Königswalde","Lindenstraße 18",09471,Königswalde,"Herr Gebhardt",,,www.koenigswalde.de/unsere-gemeinde/sportst%C3%A4tten/,14521340,13.045526,50.549100,ja,,,,,,,,,Sonstige,"Gemeinde Könisgwalde",Sonstige,"Gemeinde Könisgwalde",,,,,,,,,,,nein,600,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
3167,Hallenbad,"Schwimmhalle Universität Leipzig","Mainzer Straße 4",04109,Leipzig,"Herr Sperling",,,www.spowi.uni-leipzig.de/campus/sportstaetten/wassersportzentrum/,14713000,12.354074,51.339707,ja,,,,,1971,,,,"Gemeinde oder Stadt","Freistaat Sachsen","Gemeinde oder Stadt","Freistaat Sachsen",,,,,,nein,,nein,nein,nein,,550,nein,,,,,nein,ja,ja,ja,ja,nein,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,nein,,,nein,,nein,,,,,,,,,,,,1,,,nein,nein,,ja,,,nein,nein,nein,,nein,,,,,,nein,nein,,nein,,,ja,ja,nein,nein,nein,nein,,,,,,,,,nein,,,ja,8,,,,,,,,,nein,,,
3168,Hallenbad,"Schwimmhalle Mitte Leipzig","Kirschbergstraße 84",04155,Leipzig,"Herr Grefe","0341 5852640",,www.sportbaeder-leipzig.de/hallenbaeder/schwimmhalle-mitte_4,14713000,12.353718,51.362377,ja,,,,,1968,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4.5,ja,ja,ja,nein,ja,ja,,300,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Zehnerkarte, Leipzigpass",,ja,5,,,,,,,,,nein,,,
3169,Hallenbad,"Schwimmhalle Nord Leipzig","Kleiststraße 54",04157,Leipzig,,"0341 23409180",,www.l.de/sportbaeder/hallenbaeder/schwimmhalle-nord,14713000,12.381646,51.372631,ja,,,,,1969,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,ja,ja,,600,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass",,ja,5,,,,,,,,,nein,,,
3170,Hallenbad,"Schwimmhalle Nordost Leipzig","Schönefelder Allee 26",04347,Leipzig,,"0341 2325334",,www.sportbaeder-leipzig.de/hallenbaeder/schwimmhalle-nordost_4,14713000,12.405731,51.358577,ja,,,,,1968,,,,"Gemeinde oder Stadt","Stadt Leipzig",Sonstige,"Sportbäder Leipzig GmbH",,,,4,ja,ja,ja,nein,ja,ja,,1100,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,,,,,,,,,,,,,nein,"Saisonkarte, Leipzig Pass",,ja,5,,,,,,,,,nein,,,
